dataset,method,model,run,split,task_id,success,steps,source,path_in_output_0510,original_path
alfworld,rg,deepseek,3,OOD,32,False,30.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_032/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160213/reports/round_01/evaluation_report_20260406_160213.json
alfworld,rg,deepseek,3,OOD,33,True,9.0,supplement_0426_fix,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_033/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output_supplement_0426_fix/alfworld/rg/deepseek/run_3/OOD/task_33/20260510_124742/reports/round_01/evaluation_report_20260510_124742.json
alfworld,rg,deepseek,3,OOD,34,True,4.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_034/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160214/reports/round_01/evaluation_report_20260406_160214.json
alfworld,rg,deepseek,3,OOD,35,True,16.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_035/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160222/reports/round_01/evaluation_report_20260406_160222.json
alfworld,rg,deepseek,3,OOD,36,True,5.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_036/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160224/reports/round_01/evaluation_report_20260406_160224.json
alfworld,rg,deepseek,3,OOD,37,True,14.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_037/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160225/reports/round_01/evaluation_report_20260406_160225.json
alfworld,rg,deepseek,3,OOD,38,True,19.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_038/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160231/reports/round_01/evaluation_report_20260406_160231.json
alfworld,rg,deepseek,3,OOD,39,True,12.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_039/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160236/reports/round_01/evaluation_report_20260406_160236.json
alfworld,rg,deepseek,3,OOD,40,True,8.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_040/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160243/reports/round_01/evaluation_report_20260406_160243.json
alfworld,rg,deepseek,3,OOD,41,False,30.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_041/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160253/reports/round_01/evaluation_report_20260406_160253.json
alfworld,rg,deepseek,3,OOD,42,True,22.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_042/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160255/reports/round_01/evaluation_report_20260406_160255.json
alfworld,rg,deepseek,3,OOD,43,True,10.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_043/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160258/reports/round_01/evaluation_report_20260406_160258.json
alfworld,rg,deepseek,3,OOD,44,True,15.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_044/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160259/reports/round_01/evaluation_report_20260406_160259.json
alfworld,rg,deepseek,3,OOD,45,False,30.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_045/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160300/reports/round_01/evaluation_report_20260406_160300.json
alfworld,rg,deepseek,3,OOD,46,False,30.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_046/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160302/reports/round_01/evaluation_report_20260406_160302.json
alfworld,rg,deepseek,3,OOD,47,True,25.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_047/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160303/reports/round_01/evaluation_report_20260406_160303.json
alfworld,rg,deepseek,3,OOD,48,True,18.0,supplement_0426_fix,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_048/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output_supplement_0426_fix/alfworld/rg/deepseek/run_3/OOD/task_48/20260510_124742/reports/round_01/evaluation_report_20260510_124742.json
alfworld,rg,deepseek,3,OOD,49,True,16.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_049/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160306/reports/round_01/evaluation_report_20260406_160306.json
alfworld,rg,deepseek,3,OOD,50,True,22.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_050/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160322/reports/round_01/evaluation_report_20260406_160322.json
alfworld,rg,deepseek,3,OOD,51,True,18.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_051/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160323/reports/round_01/evaluation_report_20260406_160323.json
alfworld,rg,deepseek,3,OOD,52,True,10.0,supplement_0426_fix,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_052/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output_supplement_0426_fix/alfworld/rg/deepseek/run_3/OOD/task_52/20260510_124744/reports/round_01/evaluation_report_20260510_124744.json
alfworld,rg,deepseek,3,OOD,53,True,6.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_053/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160326/reports/round_01/evaluation_report_20260406_160326.json
alfworld,rg,deepseek,3,OOD,54,True,11.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_054/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160329/reports/round_01/evaluation_report_20260406_160329.json
alfworld,rg,deepseek,3,OOD,55,True,16.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_055/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160328/reports/round_01/evaluation_report_20260406_160328.json
alfworld,rg,deepseek,3,OOD,56,True,16.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_056/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160332/reports/round_01/evaluation_report_20260406_160332.json
alfworld,rg,deepseek,3,OOD,57,True,6.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_057/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160339/reports/round_01/evaluation_report_20260406_160339.json
alfworld,rg,deepseek,3,OOD,58,True,7.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_058/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160343/reports/round_01/evaluation_report_20260406_160343.json
alfworld,rg,deepseek,3,OOD,59,True,11.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_059/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160346/reports/round_01/evaluation_report_20260406_160346.json
alfworld,rg,deepseek,3,OOD,60,True,12.0,supplement_0426_fix,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_060/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output_supplement_0426_fix/alfworld/rg/deepseek/run_3/OOD/task_60/20260510_124746/reports/round_01/evaluation_report_20260510_124746.json
alfworld,rg,deepseek,3,OOD,61,True,12.0,supplement_0426_fix,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_061/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output_supplement_0426_fix/alfworld/rg/deepseek/run_3/OOD/task_61/20260510_124747/reports/round_01/evaluation_report_20260510_124747.json
alfworld,rg,deepseek,3,OOD,62,True,12.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_062/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160347/reports/round_01/evaluation_report_20260406_160347.json
alfworld,rg,deepseek,3,OOD,63,True,7.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_063/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160349/reports/round_01/evaluation_report_20260406_160349.json
alfworld,rg,deepseek,3,OOD,64,True,11.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_064/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160351/reports/round_01/evaluation_report_20260406_160351.json
alfworld,rg,deepseek,3,OOD,65,True,11.0,supplement_0426_fix,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_065/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output_supplement_0426_fix/alfworld/rg/deepseek/run_3/OOD/task_65/20260510_124750/reports/round_01/evaluation_report_20260510_124750.json
alfworld,rg,deepseek,3,OOD,66,True,20.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_066/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160352/reports/round_01/evaluation_report_20260406_160352.json
alfworld,rg,deepseek,3,OOD,67,True,6.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_067/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160403/reports/round_01/evaluation_report_20260406_160403.json
alfworld,rg,deepseek,3,OOD,68,True,10.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_068/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160407/reports/round_01/evaluation_report_20260406_160407.json
alfworld,rg,deepseek,3,OOD,69,True,10.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_069/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160408/reports/round_01/evaluation_report_20260406_160408.json
alfworld,rg,deepseek,3,OOD,70,False,30.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_070/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160411/reports/round_01/evaluation_report_20260406_160411.json
alfworld,rg,deepseek,3,OOD,71,True,9.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_071/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160416/reports/round_01/evaluation_report_20260406_160416.json
alfworld,rg,deepseek,3,OOD,72,True,7.0,supplement_0426_fix,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_072/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output_supplement_0426_fix/alfworld/rg/deepseek/run_3/OOD/task_72/20260510_124752/reports/round_01/evaluation_report_20260510_124752.json
alfworld,rg,deepseek,3,OOD,73,True,9.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_073/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160418/reports/round_01/evaluation_report_20260406_160418.json
alfworld,rg,deepseek,3,OOD,74,True,8.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_074/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160419/reports/round_01/evaluation_report_20260406_160419.json
alfworld,rg,deepseek,3,OOD,75,True,17.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_075/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160424/reports/round_01/evaluation_report_20260406_160424.json
alfworld,rg,deepseek,3,OOD,76,True,12.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_076/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160426/reports/round_01/evaluation_report_20260406_160426.json
alfworld,rg,deepseek,3,OOD,77,True,7.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_077/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160438/reports/round_01/evaluation_report_20260406_160438.json
alfworld,rg,deepseek,3,OOD,78,True,26.0,supplement_0426_fix,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_078/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output_supplement_0426_fix/alfworld/rg/deepseek/run_3/OOD/task_78/20260510_124752/reports/round_01/evaluation_report_20260510_124752.json
alfworld,rg,deepseek,3,OOD,79,True,8.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_079/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160439/reports/round_01/evaluation_report_20260406_160439.json
alfworld,rg,deepseek,3,OOD,80,True,7.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_080/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160440/reports/round_01/evaluation_report_20260406_160440.json
alfworld,rg,deepseek,3,OOD,81,True,14.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_081/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160446/reports/round_01/evaluation_report_20260406_160446.json
alfworld,rg,deepseek,3,OOD,82,True,10.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_082/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160447/reports/round_01/evaluation_report_20260406_160447.json
alfworld,rg,deepseek,3,OOD,83,True,21.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_083/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160449/reports/round_01/evaluation_report_20260406_160449.json
alfworld,rg,deepseek,3,OOD,84,True,8.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_084/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160450/reports/round_01/evaluation_report_20260406_160450.json
alfworld,rg,deepseek,3,OOD,85,True,9.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_085/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160453/reports/round_01/evaluation_report_20260406_160453.json
alfworld,rg,deepseek,3,OOD,86,True,11.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_086/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160458/reports/round_01/evaluation_report_20260406_160458.json
alfworld,rg,deepseek,3,OOD,87,True,8.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_087/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160501/reports/round_01/evaluation_report_20260406_160501.json
alfworld,rg,deepseek,3,OOD,88,True,10.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_088/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160502/reports/round_01/evaluation_report_20260406_160502.json
alfworld,rg,deepseek,3,OOD,89,True,15.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_089/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160504/reports/round_01/evaluation_report_20260406_160504.json
alfworld,rg,deepseek,3,OOD,90,True,14.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_090/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160506/reports/round_01/evaluation_report_20260406_160506.json
alfworld,rg,deepseek,3,OOD,91,True,12.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_091/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160507/reports/round_01/evaluation_report_20260406_160507.json
alfworld,rg,deepseek,3,OOD,92,True,12.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_092/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160509/reports/round_01/evaluation_report_20260406_160509.json
alfworld,rg,deepseek,3,OOD,93,True,23.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_093/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160511/reports/round_01/evaluation_report_20260406_160511.json
alfworld,rg,deepseek,3,OOD,94,False,30.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_094/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160516/reports/round_01/evaluation_report_20260406_160516.json
alfworld,rg,deepseek,3,OOD,95,True,18.0,supplement_0426_fix,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_095/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output_supplement_0426_fix/alfworld/rg/deepseek/run_3/OOD/task_95/20260510_124756/reports/round_01/evaluation_report_20260510_124756.json
alfworld,rg,deepseek,3,OOD,96,True,19.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_096/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160517/reports/round_01/evaluation_report_20260406_160517.json
alfworld,rg,deepseek,3,OOD,97,True,6.0,supplement_0426_fix,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_097/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output_supplement_0426_fix/alfworld/rg/deepseek/run_3/OOD/task_97/20260510_124756/reports/round_01/evaluation_report_20260510_124756.json
alfworld,rg,deepseek,3,OOD,98,True,16.0,supplement_0426_fix,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_098/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output_supplement_0426_fix/alfworld/rg/deepseek/run_3/OOD/task_98/20260510_124759/reports/round_01/evaluation_report_20260510_124759.json
alfworld,rg,deepseek,3,OOD,99,False,30.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_099/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160526/reports/round_01/evaluation_report_20260406_160526.json
alfworld,rg,deepseek,3,OOD,100,True,15.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_100/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160527/reports/round_01/evaluation_report_20260406_160527.json
alfworld,rg,deepseek,3,OOD,101,True,9.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_101/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160531/reports/round_01/evaluation_report_20260406_160531.json
alfworld,rg,deepseek,3,OOD,102,False,30.0,supplement_0426_fix,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_102/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output_supplement_0426_fix/alfworld/rg/deepseek/run_3/OOD/task_102/20260510_124759/reports/round_01/evaluation_report_20260510_124759.json
alfworld,rg,deepseek,3,OOD,103,True,30.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_103/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160533/reports/round_01/evaluation_report_20260406_160533.json
alfworld,rg,deepseek,3,OOD,104,False,30.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_104/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160534/reports/round_01/evaluation_report_20260406_160534.json
alfworld,rg,deepseek,3,OOD,105,True,9.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_105/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160542/reports/round_01/evaluation_report_20260406_160542.json
alfworld,rg,deepseek,3,OOD,106,True,17.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_106/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160547/reports/round_01/evaluation_report_20260406_160547.json
alfworld,rg,deepseek,3,OOD,107,True,23.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_107/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160553/reports/round_01/evaluation_report_20260406_160553.json
alfworld,rg,deepseek,3,OOD,108,True,9.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_108/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160554/reports/round_01/evaluation_report_20260406_160554.json
alfworld,rg,deepseek,3,OOD,109,True,13.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_109/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160556/reports/round_01/evaluation_report_20260406_160556.json
alfworld,rg,deepseek,3,OOD,110,True,24.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_110/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160559/reports/round_01/evaluation_report_20260406_160559.json
alfworld,rg,deepseek,3,OOD,111,True,9.0,supplement_0426_fix,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_111/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output_supplement_0426_fix/alfworld/rg/deepseek/run_3/OOD/task_111/20260510_124759/reports/round_01/evaluation_report_20260510_124759.json
alfworld,rg,deepseek,3,OOD,112,True,18.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_112/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160600/reports/round_01/evaluation_report_20260406_160600.json
alfworld,rg,deepseek,3,OOD,113,True,29.0,supplement_0426_fix,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_113/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output_supplement_0426_fix/alfworld/rg/deepseek/run_3/OOD/task_113/20260510_124801/reports/round_01/evaluation_report_20260510_124801.json
alfworld,rg,deepseek,3,OOD,114,True,7.0,agentmark_output,/root/autodl-tmp/output-0510.clean_build/alfworld/rg/deepseek/run_3/OOD/task_114/evaluation_report.json,/root/autodl-tmp/AgentMark3/AgentMark/output/alfworld/a2_parallel_round3_ood/20260406_160602/reports/round_01/evaluation_report_20260406_160602.json
