dataset,method,model,split,config,payload_len,alpha,runs,attained_runs,N_min_mean,N_min_std,N_min_median
toolbench,rank,gemini-flash,G2_category,top10,32,0.01,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_category,top10,32,0.05,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_category,top10,64,0.001,3,3,80,0.0,80
toolbench,rank,gemini-flash,G2_category,top10,64,0.01,3,3,80,0.0,80
toolbench,rank,gemini-flash,G2_category,top10,64,0.05,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_category,top2,8,0.001,3,0,,,
toolbench,rank,gemini-flash,G2_category,top2,8,0.01,3,0,,,
toolbench,rank,gemini-flash,G2_category,top2,8,0.05,3,3,5,0.0,5
toolbench,rank,gemini-flash,G2_category,top2,16,0.05,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_category,top2,32,0.05,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_category,top2,64,0.05,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_category,top3,8,0.001,3,1,10,0.0,10
toolbench,rank,gemini-flash,G2_category,top3,8,0.01,3,1,10,0.0,10
toolbench,rank,gemini-flash,G2_category,top3,8,0.05,3,3,5,0.0,5
toolbench,rank,gemini-flash,G2_category,top3,16,0.001,1,1,20,0.0,20
toolbench,rank,gemini-flash,G2_category,top3,16,0.01,1,1,20,0.0,20
toolbench,rank,gemini-flash,G2_category,top3,16,0.05,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_category,top3,32,0.001,1,1,50,0.0,50
toolbench,rank,gemini-flash,G2_category,top3,32,0.01,1,1,50,0.0,50
toolbench,rank,gemini-flash,G2_category,top3,32,0.05,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_category,top3,64,0.001,1,1,80,0.0,80
toolbench,rank,gemini-flash,G2_category,top3,64,0.01,1,1,80,0.0,80
toolbench,rank,gemini-flash,G2_category,top3,64,0.05,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_category,top5,8,0.001,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_category,top5,8,0.01,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_category,top5,8,0.05,3,3,5,0.0,5
toolbench,rank,gemini-flash,G2_category,top5,16,0.001,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_category,top5,16,0.01,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_category,top5,16,0.05,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_category,top5,32,0.001,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_category,top5,32,0.01,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_category,top5,32,0.05,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_category,top5,64,0.001,3,3,80,0.0,80
toolbench,rank,gemini-flash,G2_category,top5,64,0.01,3,3,80,0.0,80
toolbench,rank,gemini-flash,G2_category,top5,64,0.05,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_instruction,full_rank,8,0.001,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_instruction,full_rank,8,0.01,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_instruction,full_rank,8,0.05,3,3,5,0.0,5
toolbench,rank,gemini-flash,G2_instruction,full_rank,16,0.001,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_instruction,full_rank,16,0.01,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_instruction,full_rank,16,0.05,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_instruction,full_rank,32,0.001,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_instruction,full_rank,32,0.01,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_instruction,full_rank,32,0.05,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_instruction,full_rank,64,0.001,3,3,80,0.0,80
toolbench,rank,gemini-flash,G2_instruction,full_rank,64,0.01,3,3,80,0.0,80
toolbench,rank,gemini-flash,G2_instruction,full_rank,64,0.05,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_instruction,top10,8,0.001,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_instruction,top10,8,0.01,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_instruction,top10,8,0.05,3,3,5,0.0,5
toolbench,rank,gemini-flash,G2_instruction,top10,16,0.001,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_instruction,top10,16,0.01,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_instruction,top10,16,0.05,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_instruction,top10,32,0.001,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_instruction,top10,32,0.01,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_instruction,top10,32,0.05,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_instruction,top10,64,0.001,3,3,80,0.0,80
toolbench,rank,gemini-flash,G2_instruction,top10,64,0.01,3,3,80,0.0,80
toolbench,rank,gemini-flash,G2_instruction,top10,64,0.05,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_instruction,top2,8,0.001,3,0,,,
toolbench,rank,gemini-flash,G2_instruction,top2,8,0.01,3,0,,,
toolbench,rank,gemini-flash,G2_instruction,top2,8,0.05,3,3,5,0.0,5
toolbench,rank,gemini-flash,G2_instruction,top2,16,0.05,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_instruction,top2,32,0.05,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_instruction,top2,64,0.05,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_instruction,top3,8,0.001,3,1,10,0.0,10
toolbench,rank,gemini-flash,G2_instruction,top3,8,0.01,3,1,10,0.0,10
toolbench,rank,gemini-flash,G2_instruction,top3,8,0.05,3,3,5,0.0,5
toolbench,rank,gemini-flash,G2_instruction,top3,16,0.001,1,1,20,0.0,20
toolbench,rank,gemini-flash,G2_instruction,top3,16,0.01,1,1,20,0.0,20
toolbench,rank,gemini-flash,G2_instruction,top3,16,0.05,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_instruction,top3,32,0.001,1,1,50,0.0,50
toolbench,rank,gemini-flash,G2_instruction,top3,32,0.01,1,1,50,0.0,50
toolbench,rank,gemini-flash,G2_instruction,top3,32,0.05,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_instruction,top3,64,0.001,1,1,80,0.0,80
toolbench,rank,gemini-flash,G2_instruction,top3,64,0.01,1,1,80,0.0,80
toolbench,rank,gemini-flash,G2_instruction,top3,64,0.05,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_instruction,top5,8,0.001,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_instruction,top5,8,0.01,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_instruction,top5,8,0.05,3,3,5,0.0,5
toolbench,rank,gemini-flash,G2_instruction,top5,16,0.001,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_instruction,top5,16,0.01,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_instruction,top5,16,0.05,3,3,10,0.0,10
toolbench,rank,gemini-flash,G2_instruction,top5,32,0.001,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_instruction,top5,32,0.01,3,3,50,0.0,50
toolbench,rank,gemini-flash,G2_instruction,top5,32,0.05,3,3,20,0.0,20
toolbench,rank,gemini-flash,G2_instruction,top5,64,0.001,3,3,80,0.0,80
toolbench,rank,gemini-flash,G2_instruction,top5,64,0.01,3,3,80,0.0,80
toolbench,rank,gemini-flash,G2_instruction,top5,64,0.05,3,3,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,full_rank,8,0.001,3,3,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,full_rank,8,0.01,3,3,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,full_rank,8,0.05,3,3,5,0.0,5
toolbench,rank,gemini-flash,G3_instruction,full_rank,16,0.001,3,3,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,full_rank,16,0.01,3,3,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,full_rank,16,0.05,3,3,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,full_rank,32,0.001,3,3,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,full_rank,32,0.01,3,3,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,full_rank,32,0.05,3,3,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,full_rank,64,0.001,3,3,80,0.0,80
toolbench,rank,gemini-flash,G3_instruction,full_rank,64,0.01,3,3,80,0.0,80
toolbench,rank,gemini-flash,G3_instruction,full_rank,64,0.05,3,3,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,top10,8,0.001,3,3,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,top10,8,0.01,3,3,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,top10,8,0.05,3,3,5,0.0,5
toolbench,rank,gemini-flash,G3_instruction,top10,16,0.001,3,3,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,top10,16,0.01,3,3,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,top10,16,0.05,3,3,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,top10,32,0.001,3,3,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,top10,32,0.01,3,3,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,top10,32,0.05,3,3,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,top10,64,0.001,3,3,80,0.0,80
toolbench,rank,gemini-flash,G3_instruction,top10,64,0.01,3,3,80,0.0,80
toolbench,rank,gemini-flash,G3_instruction,top10,64,0.05,3,3,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,top2,8,0.001,3,1,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,top2,8,0.01,3,1,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,top2,8,0.05,3,3,5,0.0,5
toolbench,rank,gemini-flash,G3_instruction,top2,16,0.001,1,1,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,top2,16,0.01,1,1,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,top2,16,0.05,3,3,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,top2,32,0.001,1,1,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,top2,32,0.01,1,1,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,top2,32,0.05,3,3,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,top2,64,0.001,1,1,80,0.0,80
toolbench,rank,gemini-flash,G3_instruction,top2,64,0.01,1,1,80,0.0,80
toolbench,rank,gemini-flash,G3_instruction,top2,64,0.05,3,3,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,top3,8,0.001,3,3,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,top3,8,0.01,3,3,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,top3,8,0.05,3,3,5,0.0,5
toolbench,rank,gemini-flash,G3_instruction,top3,16,0.001,3,3,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,top3,16,0.01,3,3,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,top3,16,0.05,3,3,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,top3,32,0.001,3,3,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,top3,32,0.01,3,3,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,top3,32,0.05,3,3,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,top3,64,0.001,3,3,80,0.0,80
toolbench,rank,gemini-flash,G3_instruction,top3,64,0.01,3,3,80,0.0,80
toolbench,rank,gemini-flash,G3_instruction,top3,64,0.05,3,3,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,top5,8,0.001,3,3,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,top5,8,0.01,3,3,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,top5,8,0.05,3,3,5,0.0,5
toolbench,rank,gemini-flash,G3_instruction,top5,16,0.001,3,3,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,top5,16,0.01,3,3,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,top5,16,0.05,3,3,10,0.0,10
toolbench,rank,gemini-flash,G3_instruction,top5,32,0.001,3,3,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,top5,32,0.01,3,3,50,0.0,50
toolbench,rank,gemini-flash,G3_instruction,top5,32,0.05,3,3,20,0.0,20
toolbench,rank,gemini-flash,G3_instruction,top5,64,0.001,3,3,80,0.0,80
toolbench,rank,gemini-flash,G3_instruction,top5,64,0.01,3,3,80,0.0,80
toolbench,rank,gemini-flash,G3_instruction,top5,64,0.05,3,3,50,0.0,50
