dataset,method,model,split,config,N,runs,observed_N_min,observed_N_mean,match_rate_mean,match_rate_std,log10_p_value_mean,log10_p_value_std,p_value_geomean
toolbench,rank,deepseek,G3_instruction,top2,150,3,5,8.333333333333334,1.0,0.0,-2.508583297199843,1.057182601179489,0.0031003926796253902
toolbench,rank,deepseek,G3_instruction,top2,200,3,5,8.333333333333334,1.0,0.0,-2.508583297199843,1.057182601179489,0.0031003926796253902
toolbench,rank,deepseek,G3_instruction,top3,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G3_instruction,top3,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G3_instruction,top3,20,3,10,13,1.0,0.0,-3.9133899436317554,0.7964505056977462,0.00012207031250000003
toolbench,rank,deepseek,G3_instruction,top3,30,3,10,13,1.0,0.0,-3.9133899436317554,0.7964505056977462,0.00012207031250000003
toolbench,rank,deepseek,G3_instruction,top3,50,3,10,13,1.0,0.0,-3.9133899436317554,0.7964505056977462,0.00012207031250000003
toolbench,rank,deepseek,G3_instruction,top3,80,3,10,13,1.0,0.0,-3.9133899436317554,0.7964505056977462,0.00012207031250000003
toolbench,rank,deepseek,G3_instruction,top3,100,3,10,13,1.0,0.0,-3.9133899436317554,0.7964505056977462,0.00012207031250000003
toolbench,rank,deepseek,G3_instruction,top3,150,3,10,13,1.0,0.0,-3.9133899436317554,0.7964505056977462,0.00012207031250000003
toolbench,rank,deepseek,G3_instruction,top3,200,3,10,13,1.0,0.0,-3.9133899436317554,0.7964505056977462,0.00012207031250000003
toolbench,rank,deepseek,G3_instruction,top5,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,deepseek,G3_instruction,top5,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,deepseek,G3_instruction,top5,20,3,15,18.333333333333332,1.0,0.0,-5.518883253839656,0.8689987451537573,3.0277272261966663e-06
toolbench,rank,deepseek,G3_instruction,top5,30,3,15,19.333333333333332,1.0,0.0,-5.819913249503636,1.2165982432152598,1.513863613098336e-06
toolbench,rank,deepseek,G3_instruction,top5,50,3,15,19.333333333333332,1.0,0.0,-5.819913249503636,1.2165982432152598,1.513863613098336e-06
toolbench,rank,deepseek,G3_instruction,top5,80,3,15,19.333333333333332,1.0,0.0,-5.819913249503636,1.2165982432152598,1.513863613098336e-06
toolbench,rank,deepseek,G3_instruction,top5,100,3,15,19.333333333333332,1.0,0.0,-5.819913249503636,1.2165982432152598,1.513863613098336e-06
toolbench,rank,deepseek,G3_instruction,top5,150,3,15,19.333333333333332,1.0,0.0,-5.819913249503636,1.2165982432152598,1.513863613098336e-06
toolbench,rank,deepseek,G3_instruction,top5,200,3,15,19.333333333333332,1.0,0.0,-5.819913249503636,1.2165982432152598,1.513863613098336e-06
toolbench,rank,gemini-flash,G1_category,full_rank,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_category,full_rank,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G1_category,full_rank,20,3,15,16,1.0,0.0,-4.816479930623699,0.30102999566398125,1.5258789062499998e-05
toolbench,rank,gemini-flash,G1_category,full_rank,30,3,15,16,1.0,0.0,-4.816479930623699,0.30102999566398125,1.5258789062499998e-05
toolbench,rank,gemini-flash,G1_category,full_rank,50,3,15,16,1.0,0.0,-4.816479930623699,0.30102999566398125,1.5258789062499998e-05
toolbench,rank,gemini-flash,G1_category,full_rank,80,3,15,16,1.0,0.0,-4.816479930623699,0.30102999566398125,1.5258789062499998e-05
toolbench,rank,gemini-flash,G1_category,full_rank,100,3,15,16,1.0,0.0,-4.816479930623699,0.30102999566398125,1.5258789062499998e-05
toolbench,rank,gemini-flash,G1_category,full_rank,150,3,15,16,1.0,0.0,-4.816479930623699,0.30102999566398125,1.5258789062499998e-05
toolbench,rank,gemini-flash,G1_category,full_rank,200,3,15,16,1.0,0.0,-4.816479930623699,0.30102999566398125,1.5258789062499998e-05
toolbench,rank,gemini-flash,G1_category,top10,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_category,top10,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G1_category,top10,20,3,15,16,1.0,0.0,-4.816479930623699,0.30102999566398125,1.5258789062499998e-05
toolbench,rank,gemini-flash,G1_category,top10,30,3,15,16,1.0,0.0,-4.816479930623699,0.30102999566398125,1.5258789062499998e-05
toolbench,rank,gemini-flash,G1_category,top10,50,3,15,16,1.0,0.0,-4.816479930623699,0.30102999566398125,1.5258789062499998e-05
toolbench,rank,gemini-flash,G1_category,top10,80,3,15,16,1.0,0.0,-4.816479930623699,0.30102999566398125,1.5258789062499998e-05
toolbench,rank,gemini-flash,G1_category,top10,100,3,15,16,1.0,0.0,-4.816479930623699,0.30102999566398125,1.5258789062499998e-05
toolbench,rank,gemini-flash,G1_category,top10,150,3,15,16,1.0,0.0,-4.816479930623699,0.30102999566398125,1.5258789062499998e-05
toolbench,rank,gemini-flash,G1_category,top10,200,3,15,16,1.0,0.0,-4.816479930623699,0.30102999566398125,1.5258789062499998e-05
toolbench,rank,gemini-flash,G1_category,top2,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_category,top2,10,3,5,5.333333333333333,1.0,0.0,-1.6054933102078996,0.17379974903075132,0.02480314143700312
toolbench,rank,gemini-flash,G1_category,top2,20,3,5,5.333333333333333,1.0,0.0,-1.6054933102078996,0.17379974903075132,0.02480314143700312
toolbench,rank,gemini-flash,G1_category,top2,30,3,5,5.333333333333333,1.0,0.0,-1.6054933102078996,0.17379974903075132,0.02480314143700312
toolbench,rank,gemini-flash,G1_category,top2,50,3,5,5.333333333333333,1.0,0.0,-1.6054933102078996,0.17379974903075132,0.02480314143700312
toolbench,rank,gemini-flash,G1_category,top2,80,3,5,5.333333333333333,1.0,0.0,-1.6054933102078996,0.17379974903075132,0.02480314143700312
toolbench,rank,gemini-flash,G1_category,top2,100,3,5,5.333333333333333,1.0,0.0,-1.6054933102078996,0.17379974903075132,0.02480314143700312
toolbench,rank,gemini-flash,G1_category,top2,150,3,5,5.333333333333333,1.0,0.0,-1.6054933102078996,0.17379974903075132,0.02480314143700312
toolbench,rank,gemini-flash,G1_category,top2,200,3,5,5.333333333333333,1.0,0.0,-1.6054933102078996,0.17379974903075132,0.02480314143700312
toolbench,rank,gemini-flash,G1_category,top3,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_category,top3,10,3,8,9,1.0,0.0,-2.709269960975831,0.30102999566398125,0.0019531249999999996
toolbench,rank,gemini-flash,G1_category,top3,20,3,8,9,1.0,0.0,-2.709269960975831,0.30102999566398125,0.0019531249999999996
toolbench,rank,gemini-flash,G1_category,top3,30,3,8,9,1.0,0.0,-2.709269960975831,0.30102999566398125,0.0019531249999999996
toolbench,rank,gemini-flash,G1_category,top3,50,3,8,9,1.0,0.0,-2.709269960975831,0.30102999566398125,0.0019531249999999996
toolbench,rank,gemini-flash,G1_category,top3,80,3,8,9,1.0,0.0,-2.709269960975831,0.30102999566398125,0.0019531249999999996
toolbench,rank,gemini-flash,G1_category,top3,100,3,8,9,1.0,0.0,-2.709269960975831,0.30102999566398125,0.0019531249999999996
toolbench,rank,gemini-flash,G1_category,top3,150,3,8,9,1.0,0.0,-2.709269960975831,0.30102999566398125,0.0019531249999999996
toolbench,rank,gemini-flash,G1_category,top3,200,3,8,9,1.0,0.0,-2.709269960975831,0.30102999566398125,0.0019531249999999996
toolbench,rank,gemini-flash,G1_category,top5,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_category,top5,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G1_category,top5,20,3,11,12,1.0,0.0,-3.612359947967774,0.5213992470922544,0.0002441406250000001
toolbench,rank,gemini-flash,G1_category,top5,30,3,11,12,1.0,0.0,-3.612359947967774,0.5213992470922544,0.0002441406250000001
toolbench,rank,gemini-flash,G1_category,top5,50,3,11,12,1.0,0.0,-3.612359947967774,0.5213992470922544,0.0002441406250000001
toolbench,rank,gemini-flash,G1_category,top5,80,3,11,12,1.0,0.0,-3.612359947967774,0.5213992470922544,0.0002441406250000001
toolbench,rank,gemini-flash,G1_category,top5,100,3,11,12,1.0,0.0,-3.612359947967774,0.5213992470922544,0.0002441406250000001
toolbench,rank,gemini-flash,G1_category,top5,150,3,11,12,1.0,0.0,-3.612359947967774,0.5213992470922544,0.0002441406250000001
toolbench,rank,gemini-flash,G1_category,top5,200,3,11,12,1.0,0.0,-3.612359947967774,0.5213992470922544,0.0002441406250000001
toolbench,rank,gemini-flash,G1_instruction,full_rank,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_instruction,full_rank,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G1_instruction,full_rank,20,3,15,18.333333333333332,1.0,0.0,-5.518883253839656,0.8689987451537573,3.0277272261966663e-06
toolbench,rank,gemini-flash,G1_instruction,full_rank,30,3,15,20,1.0,0.0,-6.020599913279624,1.5051499783199058,9.536743164062494e-07
toolbench,rank,gemini-flash,G1_instruction,full_rank,50,3,15,20,1.0,0.0,-6.020599913279624,1.5051499783199058,9.536743164062494e-07
toolbench,rank,gemini-flash,G1_instruction,full_rank,80,3,15,20,1.0,0.0,-6.020599913279624,1.5051499783199058,9.536743164062494e-07
toolbench,rank,gemini-flash,G1_instruction,full_rank,100,3,15,20,1.0,0.0,-6.020599913279624,1.5051499783199058,9.536743164062494e-07
toolbench,rank,gemini-flash,G1_instruction,full_rank,150,3,15,20,1.0,0.0,-6.020599913279624,1.5051499783199058,9.536743164062494e-07
toolbench,rank,gemini-flash,G1_instruction,full_rank,200,3,15,20,1.0,0.0,-6.020599913279624,1.5051499783199058,9.536743164062494e-07
toolbench,rank,gemini-flash,G1_instruction,top10,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_instruction,top10,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G1_instruction,top10,20,3,15,18.333333333333332,1.0,0.0,-5.518883253839656,0.8689987451537573,3.0277272261966663e-06
toolbench,rank,gemini-flash,G1_instruction,top10,30,3,15,20,1.0,0.0,-6.020599913279624,1.5051499783199058,9.536743164062494e-07
toolbench,rank,gemini-flash,G1_instruction,top10,50,3,15,20,1.0,0.0,-6.020599913279624,1.5051499783199058,9.536743164062494e-07
toolbench,rank,gemini-flash,G1_instruction,top10,80,3,15,20,1.0,0.0,-6.020599913279624,1.5051499783199058,9.536743164062494e-07
toolbench,rank,gemini-flash,G1_instruction,top10,100,3,15,20,1.0,0.0,-6.020599913279624,1.5051499783199058,9.536743164062494e-07
toolbench,rank,gemini-flash,G1_instruction,top10,150,3,15,20,1.0,0.0,-6.020599913279624,1.5051499783199058,9.536743164062494e-07
toolbench,rank,gemini-flash,G1_instruction,top10,200,3,15,20,1.0,0.0,-6.020599913279624,1.5051499783199058,9.536743164062494e-07
toolbench,rank,gemini-flash,G1_instruction,top2,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_instruction,top2,10,3,6,8.333333333333334,1.0,0.0,-2.508583297199843,0.6266439067931472,0.0031003926796253902
toolbench,rank,gemini-flash,G1_instruction,top2,20,3,6,8.333333333333334,1.0,0.0,-2.508583297199843,0.6266439067931472,0.0031003926796253902
toolbench,rank,gemini-flash,G1_instruction,top2,30,3,6,8.333333333333334,1.0,0.0,-2.508583297199843,0.6266439067931472,0.0031003926796253902
toolbench,rank,gemini-flash,G1_instruction,top2,50,3,6,8.333333333333334,1.0,0.0,-2.508583297199843,0.6266439067931472,0.0031003926796253902
toolbench,rank,gemini-flash,G1_instruction,top2,80,3,6,8.333333333333334,1.0,0.0,-2.508583297199843,0.6266439067931472,0.0031003926796253902
toolbench,rank,gemini-flash,G1_instruction,top2,100,3,6,8.333333333333334,1.0,0.0,-2.508583297199843,0.6266439067931472,0.0031003926796253902
toolbench,rank,gemini-flash,G1_instruction,top2,150,3,6,8.333333333333334,1.0,0.0,-2.508583297199843,0.6266439067931472,0.0031003926796253902
toolbench,rank,gemini-flash,G1_instruction,top2,200,3,6,8.333333333333334,1.0,0.0,-2.508583297199843,0.6266439067931472,0.0031003926796253902
toolbench,rank,gemini-flash,G1_instruction,top3,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_instruction,top3,10,3,7,9,1.0,0.0,-2.709269960975831,0.5213992470922544,0.0019531249999999996
toolbench,rank,gemini-flash,G1_instruction,top3,20,3,7,11.666666666666666,1.0,0.0,-3.5120166160797806,1.21659824321526,0.0003075979125719906
toolbench,rank,gemini-flash,G1_instruction,top3,30,3,7,11.666666666666666,1.0,0.0,-3.5120166160797806,1.21659824321526,0.0003075979125719906
toolbench,rank,gemini-flash,G1_instruction,top3,50,3,7,11.666666666666666,1.0,0.0,-3.5120166160797806,1.21659824321526,0.0003075979125719906
toolbench,rank,gemini-flash,G1_instruction,top3,80,3,7,11.666666666666666,1.0,0.0,-3.5120166160797806,1.21659824321526,0.0003075979125719906
toolbench,rank,gemini-flash,G1_instruction,top3,100,3,7,11.666666666666666,1.0,0.0,-3.5120166160797806,1.21659824321526,0.0003075979125719906
toolbench,rank,gemini-flash,G1_instruction,top3,150,3,7,11.666666666666666,1.0,0.0,-3.5120166160797806,1.21659824321526,0.0003075979125719906
toolbench,rank,gemini-flash,G1_instruction,top3,200,3,7,11.666666666666666,1.0,0.0,-3.5120166160797806,1.21659824321526,0.0003075979125719906
toolbench,rank,gemini-flash,G1_instruction,top5,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_instruction,top5,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G1_instruction,top5,20,3,13,17.333333333333332,1.0,0.0,-5.2178532581756745,1.139681169808269,6.0554544523933335e-06
toolbench,rank,gemini-flash,G1_instruction,top5,30,3,13,18.333333333333332,1.0,0.0,-5.518883253839655,1.515151084875553,3.0277272261966723e-06
toolbench,rank,gemini-flash,G1_instruction,top5,50,3,13,18.333333333333332,1.0,0.0,-5.518883253839655,1.515151084875553,3.0277272261966723e-06
toolbench,rank,gemini-flash,G1_instruction,top5,80,3,13,18.333333333333332,1.0,0.0,-5.518883253839655,1.515151084875553,3.0277272261966723e-06
toolbench,rank,gemini-flash,G1_instruction,top5,100,3,13,18.333333333333332,1.0,0.0,-5.518883253839655,1.515151084875553,3.0277272261966723e-06
toolbench,rank,gemini-flash,G1_instruction,top5,150,3,13,18.333333333333332,1.0,0.0,-5.518883253839655,1.515151084875553,3.0277272261966723e-06
toolbench,rank,gemini-flash,G1_instruction,top5,200,3,13,18.333333333333332,1.0,0.0,-5.518883253839655,1.515151084875553,3.0277272261966723e-06
toolbench,rank,gemini-flash,G1_tool,full_rank,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_tool,full_rank,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G1_tool,full_rank,20,3,15,18,1.0,0.0,-5.418539921951662,0.7964505056977464,3.8146972656249987e-06
toolbench,rank,gemini-flash,G1_tool,full_rank,30,3,15,18,1.0,0.0,-5.418539921951662,0.7964505056977464,3.8146972656249987e-06
toolbench,rank,gemini-flash,G1_tool,full_rank,50,3,15,18,1.0,0.0,-5.418539921951662,0.7964505056977464,3.8146972656249987e-06
toolbench,rank,gemini-flash,G1_tool,full_rank,80,3,15,18,1.0,0.0,-5.418539921951662,0.7964505056977464,3.8146972656249987e-06
toolbench,rank,gemini-flash,G1_tool,full_rank,100,3,15,18,1.0,0.0,-5.418539921951662,0.7964505056977464,3.8146972656249987e-06
toolbench,rank,gemini-flash,G1_tool,full_rank,150,3,15,18,1.0,0.0,-5.418539921951662,0.7964505056977464,3.8146972656249987e-06
toolbench,rank,gemini-flash,G1_tool,full_rank,200,3,15,18,1.0,0.0,-5.418539921951662,0.7964505056977464,3.8146972656249987e-06
toolbench,rank,gemini-flash,G1_tool,top10,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_tool,top10,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G1_tool,top10,20,3,15,18,1.0,0.0,-5.418539921951662,0.7964505056977464,3.8146972656249987e-06
toolbench,rank,gemini-flash,G1_tool,top10,30,3,15,18,1.0,0.0,-5.418539921951662,0.7964505056977464,3.8146972656249987e-06
toolbench,rank,gemini-flash,G1_tool,top10,50,3,15,18,1.0,0.0,-5.418539921951662,0.7964505056977464,3.8146972656249987e-06
toolbench,rank,gemini-flash,G1_tool,top10,80,3,15,18,1.0,0.0,-5.418539921951662,0.7964505056977464,3.8146972656249987e-06
toolbench,rank,gemini-flash,G1_tool,top10,100,3,15,18,1.0,0.0,-5.418539921951662,0.7964505056977464,3.8146972656249987e-06
toolbench,rank,gemini-flash,G1_tool,top10,150,3,15,18,1.0,0.0,-5.418539921951662,0.7964505056977464,3.8146972656249987e-06
toolbench,rank,gemini-flash,G1_tool,top10,200,3,15,18,1.0,0.0,-5.418539921951662,0.7964505056977464,3.8146972656249987e-06
toolbench,rank,gemini-flash,G1_tool,top2,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_tool,top2,10,3,5,7.666666666666667,1.0,0.0,-2.307896633423856,0.7575755424377766,0.004921566601151847
toolbench,rank,gemini-flash,G1_tool,top2,20,3,5,7.666666666666667,1.0,0.0,-2.307896633423856,0.7575755424377766,0.004921566601151847
toolbench,rank,gemini-flash,G1_tool,top2,30,3,5,7.666666666666667,1.0,0.0,-2.307896633423856,0.7575755424377766,0.004921566601151847
toolbench,rank,gemini-flash,G1_tool,top2,50,3,5,7.666666666666667,1.0,0.0,-2.307896633423856,0.7575755424377766,0.004921566601151847
toolbench,rank,gemini-flash,G1_tool,top2,80,3,5,7.666666666666667,1.0,0.0,-2.307896633423856,0.7575755424377766,0.004921566601151847
toolbench,rank,gemini-flash,G1_tool,top2,100,3,5,7.666666666666667,1.0,0.0,-2.307896633423856,0.7575755424377766,0.004921566601151847
toolbench,rank,gemini-flash,G1_tool,top2,150,3,5,7.666666666666667,1.0,0.0,-2.307896633423856,0.7575755424377766,0.004921566601151847
toolbench,rank,gemini-flash,G1_tool,top2,200,3,5,7.666666666666667,1.0,0.0,-2.307896633423856,0.7575755424377766,0.004921566601151847
toolbench,rank,gemini-flash,G1_tool,top3,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_tool,top3,10,3,9,9.666666666666666,1.0,0.0,-2.9099566247518185,0.17379974903075146,0.0012303916502879612
toolbench,rank,gemini-flash,G1_tool,top3,20,3,9,11.333333333333334,1.0,0.0,-3.411673284191787,0.7575755424377765,0.0003875490849531736
toolbench,rank,gemini-flash,G1_tool,top3,30,3,9,11.333333333333334,1.0,0.0,-3.411673284191787,0.7575755424377765,0.0003875490849531736
toolbench,rank,gemini-flash,G1_tool,top3,50,3,9,11.333333333333334,1.0,0.0,-3.411673284191787,0.7575755424377765,0.0003875490849531736
toolbench,rank,gemini-flash,G1_tool,top3,80,3,9,11.333333333333334,1.0,0.0,-3.411673284191787,0.7575755424377765,0.0003875490849531736
toolbench,rank,gemini-flash,G1_tool,top3,100,3,9,11.333333333333334,1.0,0.0,-3.411673284191787,0.7575755424377765,0.0003875490849531736
toolbench,rank,gemini-flash,G1_tool,top3,150,3,9,11.333333333333334,1.0,0.0,-3.411673284191787,0.7575755424377765,0.0003875490849531736
toolbench,rank,gemini-flash,G1_tool,top3,200,3,9,11.333333333333334,1.0,0.0,-3.411673284191787,0.7575755424377765,0.0003875490849531736
toolbench,rank,gemini-flash,G1_tool,top5,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G1_tool,top5,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G1_tool,top5,20,3,12,14.333333333333334,1.0,0.0,-4.314763271183731,0.6266439067931472,4.844363561914668e-05
toolbench,rank,gemini-flash,G1_tool,top5,30,3,12,14.333333333333334,1.0,0.0,-4.314763271183731,0.6266439067931472,4.844363561914668e-05
toolbench,rank,gemini-flash,G1_tool,top5,50,3,12,14.333333333333334,1.0,0.0,-4.314763271183731,0.6266439067931472,4.844363561914668e-05
toolbench,rank,gemini-flash,G1_tool,top5,80,3,12,14.333333333333334,1.0,0.0,-4.314763271183731,0.6266439067931472,4.844363561914668e-05
toolbench,rank,gemini-flash,G1_tool,top5,100,3,12,14.333333333333334,1.0,0.0,-4.314763271183731,0.6266439067931472,4.844363561914668e-05
toolbench,rank,gemini-flash,G1_tool,top5,150,3,12,14.333333333333334,1.0,0.0,-4.314763271183731,0.6266439067931472,4.844363561914668e-05
toolbench,rank,gemini-flash,G1_tool,top5,200,3,12,14.333333333333334,1.0,0.0,-4.314763271183731,0.6266439067931472,4.844363561914668e-05
toolbench,rank,gemini-flash,G2_category,full_rank,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G2_category,full_rank,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G2_category,full_rank,20,3,16,17.666666666666668,1.0,0.0,-5.318196590063668,0.6266439067931472,4.806217383937354e-06
toolbench,rank,gemini-flash,G2_category,full_rank,30,3,16,18.333333333333332,1.0,0.0,-5.518883253839656,0.9676760489222196,3.0277272261966663e-06
toolbench,rank,gemini-flash,G2_category,full_rank,50,3,16,18.333333333333332,1.0,0.0,-5.518883253839656,0.9676760489222196,3.0277272261966663e-06
toolbench,rank,gemini-flash,G2_category,full_rank,80,3,16,18.333333333333332,1.0,0.0,-5.518883253839656,0.9676760489222196,3.0277272261966663e-06
toolbench,rank,gemini-flash,G2_category,full_rank,100,3,16,18.333333333333332,1.0,0.0,-5.518883253839656,0.9676760489222196,3.0277272261966663e-06
toolbench,rank,gemini-flash,G2_category,full_rank,150,3,16,18.333333333333332,1.0,0.0,-5.518883253839656,0.9676760489222196,3.0277272261966663e-06
toolbench,rank,gemini-flash,G2_category,full_rank,200,3,16,18.333333333333332,1.0,0.0,-5.518883253839656,0.9676760489222196,3.0277272261966663e-06
toolbench,rank,gemini-flash,G2_category,top10,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G2_category,top10,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G2_category,top10,20,3,15,17.333333333333332,1.0,0.0,-5.2178532581756745,0.7575755424377767,6.0554544523933335e-06
toolbench,rank,gemini-flash,G2_category,top10,30,3,15,18,1.0,0.0,-5.418539921951662,1.0853790848191869,3.8146972656249987e-06
toolbench,rank,gemini-flash,G2_category,top10,50,3,15,18,1.0,0.0,-5.418539921951662,1.0853790848191869,3.8146972656249987e-06
toolbench,rank,gemini-flash,G2_category,top10,80,3,15,18,1.0,0.0,-5.418539921951662,1.0853790848191869,3.8146972656249987e-06
toolbench,rank,gemini-flash,G2_category,top10,100,3,15,18,1.0,0.0,-5.418539921951662,1.0853790848191869,3.8146972656249987e-06
toolbench,rank,gemini-flash,G2_category,top10,150,3,15,18,1.0,0.0,-5.418539921951662,1.0853790848191869,3.8146972656249987e-06
toolbench,rank,gemini-flash,G2_category,top10,200,3,15,18,1.0,0.0,-5.418539921951662,1.0853790848191869,3.8146972656249987e-06
toolbench,rank,gemini-flash,G2_category,top2,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G2_category,top2,10,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,gemini-flash,G2_category,top2,20,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,gemini-flash,G2_category,top2,30,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,gemini-flash,G2_category,top2,50,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,gemini-flash,G2_category,top2,80,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,gemini-flash,G2_category,top2,100,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,gemini-flash,G2_category,top2,150,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,gemini-flash,G2_category,top2,200,3,5,6.333333333333333,1.0,0.0,-1.906523305871881,0.4598309138608074,0.01240157071850156
toolbench,rank,gemini-flash,G2_category,top3,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G2_category,top3,10,3,8,9,1.0,0.0,-2.709269960975831,0.30102999566398125,0.0019531249999999996
toolbench,rank,gemini-flash,G2_category,top3,20,3,8,9.666666666666666,1.0,0.0,-2.909956624751818,0.6266439067931469,0.0012303916502879625
toolbench,rank,gemini-flash,G2_category,top3,30,3,8,9.666666666666666,1.0,0.0,-2.909956624751818,0.6266439067931469,0.0012303916502879625
toolbench,rank,gemini-flash,G2_category,top3,50,3,8,9.666666666666666,1.0,0.0,-2.909956624751818,0.6266439067931469,0.0012303916502879625
toolbench,rank,gemini-flash,G2_category,top3,80,3,8,9.666666666666666,1.0,0.0,-2.909956624751818,0.6266439067931469,0.0012303916502879625
toolbench,rank,gemini-flash,G2_category,top3,100,3,8,9.666666666666666,1.0,0.0,-2.909956624751818,0.6266439067931469,0.0012303916502879625
toolbench,rank,gemini-flash,G2_category,top3,150,3,8,9.666666666666666,1.0,0.0,-2.909956624751818,0.6266439067931469,0.0012303916502879625
toolbench,rank,gemini-flash,G2_category,top3,200,3,8,9.666666666666666,1.0,0.0,-2.909956624751818,0.6266439067931469,0.0012303916502879625
toolbench,rank,gemini-flash,G2_category,top5,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G2_category,top5,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G2_category,top5,20,3,12,13.333333333333334,1.0,0.0,-4.0137332755197495,0.3475994980615029,9.688727123829338e-05
toolbench,rank,gemini-flash,G2_category,top5,30,3,12,13.333333333333334,1.0,0.0,-4.0137332755197495,0.3475994980615029,9.688727123829338e-05
toolbench,rank,gemini-flash,G2_category,top5,50,3,12,13.333333333333334,1.0,0.0,-4.0137332755197495,0.3475994980615029,9.688727123829338e-05
toolbench,rank,gemini-flash,G2_category,top5,80,3,12,13.333333333333334,1.0,0.0,-4.0137332755197495,0.3475994980615029,9.688727123829338e-05
