model,split,topk,noise_model,epsilon,trajectories,strict_decode_success_rate,dedup_packet_mean,accepted_steps_mean,c_nom_proxy_bits,c_eff_proxy_bits,observed_accepted_over_cnom,prop2_flip_upper_curve
gemini-flash,G2_instruction,5,kendall_tau,0.0,600,0.0,0.633333,0.566667,0.633333,0.0,0.894738,0.0
gemini-flash,G2_instruction,5,kendall_tau,0.05,600,0.0,0.633333,0.566667,0.633333,0.0,0.894738,0.142625
gemini-flash,G2_instruction,5,kendall_tau,0.1,600,0.0,0.633333,0.566667,0.633333,0.0,0.894738,0.271
gemini-flash,G2_instruction,5,kendall_tau,0.15,600,0.0,0.531667,0.488333,0.531667,0.0,0.918494,0.385875
gemini-flash,G2_instruction,5,kendall_tau,0.2,600,0.0,0.49,0.455,0.49,0.0,0.928571,0.488
gemini-flash,G2_instruction,5,kendall_tau,0.25,600,0.0,0.476667,0.441667,0.476667,0.0,0.926573,0.578125
gemini-flash,G2_instruction,5,kendall_tau,0.3,600,0.0,0.45,0.418333,0.45,0.0,0.929629,0.657
gemini-flash,G2_instruction,5,kendall_tau,0.35,600,0.0,0.44,0.41,0.44,0.0,0.931818,0.725375
gemini-flash,G2_instruction,5,kendall_tau,0.4,600,0.0,0.441667,0.405,0.441667,0.0,0.91698,0.784
gemini-flash,G2_instruction,5,kendall_tau,0.45,600,0.0,0.42,0.391667,0.42,0.0,0.93254,0.833625
gemini-flash,G2_instruction,5,kendall_tau,0.5,600,0.0,0.441667,0.4,0.441667,0.0,0.90566,0.875
gemini-flash,G2_instruction,10,kendall_tau,0.0,600,0.0,1.033333,0.766667,1.033333,0.0,0.741936,0.0
gemini-flash,G2_instruction,10,kendall_tau,0.05,600,0.0,1.033333,0.766667,1.033333,0.0,0.741936,0.185494
gemini-flash,G2_instruction,10,kendall_tau,0.1,600,0.0,0.955,0.72,0.955,0.0,0.753927,0.3439
gemini-flash,G2_instruction,10,kendall_tau,0.15,600,0.0,0.875,0.658333,0.875,0.0,0.752381,0.477994
gemini-flash,G2_instruction,10,kendall_tau,0.2,600,0.0,0.833333,0.615,0.833333,0.0,0.738,0.5904
gemini-flash,G2_instruction,10,kendall_tau,0.25,600,0.0,0.781667,0.591667,0.781667,0.0,0.75693,0.683594
gemini-flash,G2_instruction,10,kendall_tau,0.3,600,0.0,0.736667,0.551667,0.736667,0.0,0.748869,0.7599
gemini-flash,G2_instruction,10,kendall_tau,0.35,600,0.0,0.788333,0.585,0.788333,0.0,0.742072,0.821494
gemini-flash,G2_instruction,10,kendall_tau,0.4,600,0.0,0.7,0.513333,0.7,0.0,0.733333,0.8704
gemini-flash,G2_instruction,10,kendall_tau,0.45,600,0.0,0.686667,0.518333,0.686667,0.0,0.754854,0.908494
gemini-flash,G2_instruction,10,kendall_tau,0.5,600,0.0,0.62,0.493333,0.62,0.0,0.795698,0.9375
gemini-flash,G3_instruction,3,adjacent_swap,0.0,600,0.0,0.716667,0.716667,0.716667,0.0,1.0,0.0
gemini-flash,G3_instruction,3,adjacent_swap,0.05,600,0.0,0.7,0.7,0.7,0.0,1.0,0.0975
gemini-flash,G3_instruction,3,adjacent_swap,0.1,600,0.0,0.678333,0.678333,0.678333,0.0,1.0,0.19
gemini-flash,G3_instruction,3,adjacent_swap,0.15,600,0.0,0.65,0.65,0.65,0.0,1.0,0.2775
gemini-flash,G3_instruction,3,adjacent_swap,0.2,600,0.0,0.625,0.625,0.625,0.0,1.0,0.36
gemini-flash,G3_instruction,3,adjacent_swap,0.25,600,0.0,0.563333,0.563333,0.563333,0.0,1.0,0.4375
gemini-flash,G3_instruction,3,adjacent_swap,0.3,600,0.0,0.576667,0.576667,0.576667,0.0,1.0,0.51
gemini-flash,G3_instruction,3,adjacent_swap,0.35,600,0.0,0.551667,0.551667,0.551667,0.0,1.0,0.5775
gemini-flash,G3_instruction,3,adjacent_swap,0.4,600,0.0,0.523333,0.523333,0.523333,0.0,1.0,0.64
gemini-flash,G3_instruction,3,adjacent_swap,0.45,600,0.0,0.52,0.52,0.52,0.0,1.0,0.6975
gemini-flash,G3_instruction,3,adjacent_swap,0.5,600,0.0,0.476667,0.476667,0.476667,0.0,1.0,0.75
gemini-flash,G3_instruction,5,adjacent_swap,0.0,600,0.0,1.25,0.983333,1.25,0.0,0.786666,0.0
gemini-flash,G3_instruction,5,adjacent_swap,0.05,600,0.0,1.203333,0.945,1.203333,0.0,0.785319,0.142625
gemini-flash,G3_instruction,5,adjacent_swap,0.1,600,0.0,1.13,0.886667,1.13,0.0,0.784661,0.271
gemini-flash,G3_instruction,5,adjacent_swap,0.15,600,0.0,1.08,0.855,1.08,0.0,0.791667,0.385875
gemini-flash,G3_instruction,5,adjacent_swap,0.2,600,0.0,0.998333,0.78,0.998333,0.0,0.781302,0.488
gemini-flash,G3_instruction,5,adjacent_swap,0.25,600,0.0,0.98,0.761667,0.98,0.0,0.777211,0.578125
gemini-flash,G3_instruction,5,adjacent_swap,0.3,600,0.0,0.911667,0.72,0.911667,0.0,0.789762,0.657
gemini-flash,G3_instruction,5,adjacent_swap,0.35,600,0.0,0.881667,0.686667,0.881667,0.0,0.778828,0.725375
gemini-flash,G3_instruction,5,adjacent_swap,0.4,600,0.0,0.84,0.66,0.84,0.0,0.785714,0.784
gemini-flash,G3_instruction,5,adjacent_swap,0.45,600,0.0,0.761667,0.6,0.761667,0.0,0.787746,0.833625
gemini-flash,G3_instruction,5,adjacent_swap,0.5,600,0.0,0.758333,0.586667,0.758333,0.0,0.773627,0.875
gemini-flash,G3_instruction,10,adjacent_swap,0.0,600,0.0,1.283333,1.016667,1.283333,0.0,0.792208,0.0
gemini-flash,G3_instruction,10,adjacent_swap,0.05,600,0.0,1.25,0.99,1.25,0.0,0.792,0.185494
gemini-flash,G3_instruction,10,adjacent_swap,0.1,600,0.0,1.168333,0.926667,1.168333,0.0,0.793153,0.3439
gemini-flash,G3_instruction,10,adjacent_swap,0.15,600,0.0,1.118333,0.88,1.118333,0.0,0.786885,0.477994
gemini-flash,G3_instruction,10,adjacent_swap,0.2,600,0.0,1.068333,0.838333,1.068333,0.0,0.784711,0.5904
gemini-flash,G3_instruction,10,adjacent_swap,0.25,600,0.0,1.021667,0.808333,1.021667,0.0,0.79119,0.683594
gemini-flash,G3_instruction,10,adjacent_swap,0.3,600,0.0,0.958333,0.763333,0.958333,0.0,0.796522,0.7599
gemini-flash,G3_instruction,10,adjacent_swap,0.35,600,0.0,0.881667,0.69,0.881667,0.0,0.782608,0.821494
gemini-flash,G3_instruction,10,adjacent_swap,0.4,600,0.0,0.901667,0.7,0.901667,0.0,0.77634,0.8704
gemini-flash,G3_instruction,10,adjacent_swap,0.45,600,0.0,0.803333,0.621667,0.803333,0.0,0.77386,0.908494
gemini-flash,G3_instruction,10,adjacent_swap,0.5,600,0.0,0.79,0.61,0.79,0.0,0.772152,0.9375
gemini-flash,G3_instruction,3,kendall_tau,0.0,600,0.0,0.716667,0.716667,0.716667,0.0,1.0,0.0
gemini-flash,G3_instruction,3,kendall_tau,0.05,600,0.0,0.716667,0.716667,0.716667,0.0,1.0,0.0975
gemini-flash,G3_instruction,3,kendall_tau,0.1,600,0.0,0.716667,0.716667,0.716667,0.0,1.0,0.19
gemini-flash,G3_instruction,3,kendall_tau,0.15,600,0.0,0.716667,0.716667,0.716667,0.0,1.0,0.2775
gemini-flash,G3_instruction,3,kendall_tau,0.2,600,0.0,0.716667,0.716667,0.716667,0.0,1.0,0.36
gemini-flash,G3_instruction,3,kendall_tau,0.25,600,0.0,0.716667,0.716667,0.716667,0.0,1.0,0.4375
gemini-flash,G3_instruction,3,kendall_tau,0.3,600,0.0,0.466667,0.466667,0.466667,0.0,1.0,0.51
gemini-flash,G3_instruction,3,kendall_tau,0.35,600,0.0,0.49,0.49,0.49,0.0,1.0,0.5775
gemini-flash,G3_instruction,3,kendall_tau,0.4,600,0.0,0.473333,0.473333,0.473333,0.0,1.0,0.64
gemini-flash,G3_instruction,3,kendall_tau,0.45,600,0.0,0.496667,0.496667,0.496667,0.0,1.0,0.6975
gemini-flash,G3_instruction,3,kendall_tau,0.5,600,0.0,0.5,0.5,0.5,0.0,1.0,0.75
gemini-flash,G3_instruction,5,kendall_tau,0.0,600,0.0,1.25,0.983333,1.25,0.0,0.786666,0.0
gemini-flash,G3_instruction,5,kendall_tau,0.05,600,0.0,1.25,0.983333,1.25,0.0,0.786666,0.142625
gemini-flash,G3_instruction,5,kendall_tau,0.1,600,0.0,1.25,0.983333,1.25,0.0,0.786666,0.271
gemini-flash,G3_instruction,5,kendall_tau,0.15,600,0.0,1.243333,0.976667,1.243333,0.0,0.785523,0.385875
gemini-flash,G3_instruction,5,kendall_tau,0.2,600,0.0,0.935,0.746667,0.935,0.0,0.798574,0.488
gemini-flash,G3_instruction,5,kendall_tau,0.25,600,0.0,0.933333,0.748333,0.933333,0.0,0.801786,0.578125
gemini-flash,G3_instruction,5,kendall_tau,0.3,600,0.0,0.811667,0.651667,0.811667,0.0,0.802875,0.657
gemini-flash,G3_instruction,5,kendall_tau,0.35,600,0.0,0.793333,0.611667,0.793333,0.0,0.771009,0.725375
gemini-flash,G3_instruction,5,kendall_tau,0.4,600,0.0,0.771667,0.605,0.771667,0.0,0.784017,0.784
gemini-flash,G3_instruction,5,kendall_tau,0.45,600,0.0,0.838333,0.655,0.838333,0.0,0.781312,0.833625
gemini-flash,G3_instruction,5,kendall_tau,0.5,600,0.0,0.678333,0.548333,0.678333,0.0,0.808354,0.875
gemini-flash,G3_instruction,10,kendall_tau,0.0,600,0.0,1.283333,1.016667,1.283333,0.0,0.792208,0.0
gemini-flash,G3_instruction,10,kendall_tau,0.05,600,0.0,1.283333,1.016667,1.283333,0.0,0.792208,0.185494
gemini-flash,G3_instruction,10,kendall_tau,0.1,600,0.0,1.275,1.008333,1.275,0.0,0.790849,0.3439
gemini-flash,G3_instruction,10,kendall_tau,0.15,600,0.0,1.271667,1.005,1.271667,0.0,0.790301,0.477994
gemini-flash,G3_instruction,10,kendall_tau,0.2,600,0.0,0.915,0.735,0.915,0.0,0.803279,0.5904
gemini-flash,G3_instruction,10,kendall_tau,0.25,600,0.0,0.953333,0.766667,0.953333,0.0,0.804196,0.683594
gemini-flash,G3_instruction,10,kendall_tau,0.3,600,0.0,0.853333,0.683333,0.853333,0.0,0.800781,0.7599
gemini-flash,G3_instruction,10,kendall_tau,0.35,600,0.0,0.861667,0.691667,0.861667,0.0,0.802708,0.821494
gemini-flash,G3_instruction,10,kendall_tau,0.4,600,0.0,0.801667,0.633333,0.801667,0.0,0.79002,0.8704
gemini-flash,G3_instruction,10,kendall_tau,0.45,600,0.0,0.856667,0.666667,0.856667,0.0,0.77821,0.908494
gemini-flash,G3_instruction,10,kendall_tau,0.5,600,0.0,0.735,0.586667,0.735,0.0,0.798186,0.9375
